t(s),solute value 0.00e+00,solute value 1.00e+01,solute value 1.20e+01
0.05,0.9999999999999984,0.4219595925806705,5.1513799487317474e-05
0.1,0.9999999999999986,0.45601112698457474,0.00029148348420635344
0.15000000000000002,0.9999999999999987,0.46668519599488606,0.0009075744056474333
0.2,0.9999999999999987,0.4721565691105883,0.002070905360609644
0.25,0.9999999999999983,0.4756042499097273,0.0038876701352807234
0.3,0.9999999999999964,0.47802704056080947,0.0063867892934938554
0.35,0.9999999999999881,0.4798482142984851,0.009533335987216103
0.39999999999999997,0.9999999999999571,0.4812812161908905,0.01325148608455651
0.44999999999999996,0.999999999999855,0.4824467130733784,0.01744603899744822
0.49999999999999994,0.9999999999995487,0.4834186885512181,0.022018118333304592
0.5499999999999999,0.9999999999987054,0.48424534335234193,0.02687475147444506
0.6,0.9999999999965502,0.48495959801477856,0.03193368398929983
0.65,0.9999999999913959,0.4855848020808199,0.037125043457004174
0.7000000000000001,0.9999999999797791,0.48613803658134475,0.042391167995806764
0.7500000000000001,0.9999999999549596,0.4866321232154518,0.0476855049183703
0.8000000000000002,0.9999999999044383,0.4870768989003721,0.0529711387310311
0.8500000000000002,0.9999999998060298,0.4874800533023425,0.0582192634603657
0.9000000000000002,0.9999999996218987,0.4878476960241146,0.06340775882248774
0.9500000000000003,0.9999999992898352,0.48818475085002266,0.06851993793099567
1.0000000000000002,0.9999999987109275,0.48849523608918005,0.07354348365334573
1.0500000000000003,0.999999997732686,0.48878246796332014,0.07846956511968983
1.1000000000000003,0.9999999961266158,0.4890492108160172,0.08329211461942491
1.1500000000000004,0.9999999935592151,0.48929778982881805,0.0880072416436478
1.2000000000000004,0.9999999895554167,0.4895301768235066,0.09261276130306453
1.2500000000000004,0.9999999834535921,0.4897480564288956,0.097107816604096
1.3000000000000005,0.9999999743513907,0.48995287771023754,0.10149257693259382
1.3500000000000005,0.9999999610419038,0.49014589489079313,0.10576799798111834
1.4000000000000006,0.9999999419398994,0.4903281997882178,0.1099356309889938
1.4500000000000006,0.9999999149981674,0.49050074788681197,0.11399747144336791
1.5000000000000007,0.9999998776143253,0.49066437947044883,0.11795583930107958
1.5500000000000007,0.9999998265287502,0.4908198368851971,0.12181328436315182
1.6000000000000008,0.9999997577146106,0.49096777874230574,0.1255725117100219
1.6500000000000008,0.9999996662612446,0.4911087916824131,0.1292363231331675
1.7000000000000008,0.9999995462523829,0.4912434001808837,0.13280757132159324
1.7500000000000009,0.999999390640902,0.49137207476841244,0.13628912421828263
1.800000000000001,0.9999991911219457,0.4914952389609404,0.13968383748474406
1.850000000000001,0.9999989380063345,0.491613275131722,0.14299453342800456
1.900000000000001,0.9999986200962184,0.4917265295112253,0.14622398507558948
1.950000000000001,0.9999982245649037,0.4918353164639315,0.14937490434765013
2.000000000000001,0.9999977368427108,0.4919399221624555,0.1524499334854068
2.0500000000000007,0.9999971405106032,0.4920406077568489,0.15545163906254045
2.1000000000000005,0.9999964172031721,0.4921376121190577,0.15838250803987455
2.1500000000000004,0.999995546522373,0.49223115422823843,0.16124494543058057
2.2,0.9999945059632054,0.4923214352511818,0.16404127322871467
2.25,0.9999932708523023,0.492408640362857,0.16677373032249507
2.3,0.9999918143001668,0.4924929403445865,0.1694444731687967
2.3499999999999996,0.9999901071675623,0.49257449299125733,0.17205557704960336
2.3999999999999995,0.9999881180463379,0.4926534443539571,0.17460903776677375
2.4499999999999993,0.9999858132547562,0.49272992984031133,0.17710677366017283
2.499999999999999,0.9999831568471892,0.49280407519138564,0.1795506278573551
2.549999999999999,0.9999801106378657,0.4928759973511894,0.18194237068165467
2.5999999999999988,0.9999766342381887,0.49294580524246245,0.1842837021606116
2.6499999999999986,0.9999726851070001,0.49301360046045156,0.18657625458883575
2.6999999999999984,0.9999682186130481,0.49307947789473044,0.1888215951092437
2.7499999999999982,0.9999631881088138,0.4931435262877189,0.1910212282845447
2.799999999999998,0.9999575450147733,0.4932058287373787,0.19317659863725917
2.849999999999998,0.9999512389131177,0.4932664631505626,0.1952890931417231
2.8999999999999977,0.9999442176499084,0.4933255026526405,0.1973600436556916
2.9499999999999975,0.9999364274446304,0.4933830159583004,0.19939072928249973
2.9999999999999973,0.9999278130060928,0.4934390677078001,0.20138237865742037
3.049999999999997,0.9999183176536407,0.4934937187724089,0.2033361721540007
3.099999999999997,0.9999078834426589,0.49354702653232374,0.20525324400786363
3.149999999999997,0.9998964512933799,0.49359904512994107,0.20713468435680862
3.1999999999999966,0.9998839611220485,0.49364982570102794,0.20898154119710688
3.2499999999999964,0.9998703519735418,0.49369941658603544,0.21079482225671084
3.2999999999999963,0.9998555621545964,0.4937478635235394,0.21257549678673246
3.349999999999996,0.9998395293668494,0.4937952098275673,0.21432449727302694
3.399999999999996,0.9998221908389606,0.49384149655037474,0.21604272107007463
3.4499999999999957,0.9998034834571453,0.49388676263206155,0.2177310319596107
3.4999999999999956,0.9997833438935064,0.493931045038266,0.21939026163662803
3.5499999999999954,0.9997617087316182,0.49397437888704515,0.22102121112549017
3.599999999999995,0.9997385145888749,0.49401679756592926,0.2226246521289521
3.649999999999995,0.9997136982351765,0.4940583328400384,0.22420132831290482
3.699999999999995,0.9996871967075813,0.49409901495205577,0.22575195652964894
3.7499999999999947,0.9996589474206087,0.49413887271477336,0.2272772279824647
3.7999999999999945,0.999628888271932,0.4941779335968528,0.22877780933419006
3.8499999999999943,0.9995969577432445,0.49421622380238217,0.23025434376244858
3.899999999999994,0.9995630949961329,0.49425376834475154,0.23170745196408804
3.949999999999994,0.9995272399628327,0.49429059111532103,0.2331377331113037
3.999999999999994,0.9994893334317803,0.494326714947309,0.23454576576182581
4.049999999999994,0.9994493171279138,0.4943621616752898,0.23593210872545728
4.099999999999993,0.9994071337877056,0.49439695219065116,0.23729730188914966
4.149999999999993,0.9993627272289412,0.49443110649333366,0.23864186700270845
4.199999999999993,0.9993160424152855,0.4944646437401417,0.23996630842712313
4.249999999999993,0.999267025515702,0.4944975822898912,0.24127111384742356
4.299999999999993,0.9992156239588094,0.4945299397456371,0.24255675495187132
4.3499999999999925,0.9991617864822805,0.49456173299419914,0.2438236880792055
4.399999999999992,0.9991054631774055,0.49459297824318976,0.2450723548355771
4.449999999999992,0.9990466055289505,0.49462369105572673,0.24630318268272114
4.499999999999992,0.9989851664504599,0.49465388638300084,0.24751658549883737
4.549999999999992,0.9989211003151536,0.4946835785948518,0.24871296411357302
4.599999999999992,0.9988543629825867,0.49471278150849696,0.24989270681842823
4.6499999999999915,0.9987849118212339,0.4947415084155401,0.25105618985383493
4.699999999999991,0.9987127057271759,0.4947697721073831,0.25220377787409404
4.749999999999991,0.998637705139061,0.49479758489914905,0.25333582439129215
4.799999999999991,0.9985598720495202,0.4948249586522193,0.25445267219925893
4.849999999999991,0.9984791700132116,0.49485190479547814,0.25555465377857073
4.899999999999991,0.9983955641516742,0.49487843434535095,0.2566420916835501
4.94999999999999,0.9983090211551648,0.49490455792471644,0.25771529891216177
4.99999999999999,0.9982195092816539,0.4949302857807665,0.2587745792596564
5.04999999999999,0.9981269983531483,0.4949556278018814,0.2598202276567671
5.09999999999999,0.9980314597495131,0.4949805935335849,0.2608525304932229
5.14999999999999,0.9979328663999515,0.49500519219363576,0.2618717659272985
5.1999999999999895,0.9978311927723068,0.49502943268631205,0.2628782041820863
5.249999999999989,0.9977264148603381,0.4950533236159373,0.2638721078291346
5.299999999999989,0.9976185101691218,0.4950768732996955,0.26485373206006607
5.349999999999989,0.9975074576987228,0.495100089779779,0.26582332494675565
5.399999999999989,0.9973932379262753,0.4951229808349086,0.2667811276906167
5.449999999999989,0.9972758327866077,0.49514555399126453,0.26772737486151565
5.4999999999999885,0.9971552256515401,0.4951678165328632,0.2686622946268086
5.549999999999988,0.9970314013079782,0.49518977551141125,0.2695861089709643
5.599999999999988,0.9969043459349192,0.4952114377556689,0.27049903390621965
5.649999999999988,0.9967740470794858,0.49523280988035,0.2714012796746836
5.699999999999988,0.9966404936320907,0.49525389829458555,0.2722930509422894
5.749999999999988,0.9965036758008361,0.4952747092099752,0.27317454698497157
5.799999999999987,0.9963635850852428,0.49529524864825075,0.2740459618674249
5.849999999999987,0.9962202142494001,0.4953155224485725,0.2749074846147861
5.899999999999987,0.9960735572946225,0.49533553627447846,0.27575929937755883
5.949999999999987,0.9959236094316939,0.4953552956205068,0.27660158559008907
5.999999999999987,0.9957703670527754,0.49537480581850757,0.27743451812288017
6.0499999999999865,0.9956138277030483,0.4953940720436624,0.27825826742902404
6.099999999999986,0.9954539900521594,0.49541309932022537,0.27907299968501004
6.149999999999986,0.9952908538655307,0.49543189252700254,0.2798788769261604
6.199999999999986,0.9951244199755931,0.4954504564025814,0.2806760571769286
6.249999999999986,0.9949546902529971,0.49546879555032525,0.2814646945762863
6.299999999999986,0.994781667577853,0.49548691444314347,0.28224493949841123
6.349999999999985,0.994605355811046,0.4955048174280491,0.2830169386688806
6.399999999999985,0.994425759765671,0.4955225087305165,0.28378083527656334
6.449999999999985,0.9942428851786261,0.495539992458646,0.28453676908139425
6.499999999999985,0.9940567386824025,0.49555727260714844,0.2852848765182069
6.549999999999985,0.9938673277771057,0.4955743530611561,0.28602529079679023
6.5999999999999845,0.9936746608027365,0.49559123759987067,0.28675814199833
6.649999999999984,0.9934787469117627,0.49560792990005453,0.28748355716838375
6.699999999999984,0.9932795960420069,0.4956244335393739,0.2882016604065361
6.749999999999984,0.9930772188898711,0.49564075199960145,0.2889125729528701
6.799999999999984,0.9928716268839237,0.495656888669684,0.289616413271386
6.849999999999984,0.9926628321588635,0.49567284684868274,0.2903132971304927
6.8999999999999835,0.9924508475298799,0.4956886297485917,0.2910033376806913
6.949999999999983,0.9922356864674232,0.4957042404970402,0.29168664552956275
6.999999999999983,0.9920173630723989,0.4957196821398848,0.29236332881417115
7.049999999999983,0.9917958920517957,0.495734957643696,0.2930334932709821
7.099999999999983,0.99157128869476,0.4957500698981446,0.29369724230339944
7.149999999999983,0.9913435688491198,0.4957650217182919,0.2943546770470106
7.199999999999982,0.9911127488983725,0.4957798158467895,0.29500589643263436
7.249999999999982,0.9908788457391342,0.4957944549559906,0.2956509972472537
7.299999999999982,0.9906418767590603,0.49580894164997974,0.2962900741929192
7.349999999999982,0.9904018598152391,0.4958232784665215,0.2969232199436998
7.399999999999982,0.9901588132130588,0.49583746787893485,0.2975505252007561
7.4499999999999815,0.9899127556855519,0.49585151229789415,0.29817207874560936
7.499999999999981,0.9896637063732155,0.49586541407316165,0.2987879674916738
7.549999999999981,0.9894116848043076,0.4958791754952535,0.2993982765341186
7.599999999999981,0.989156710875617,0.4958927987970433,0.30000308919812296
7.649999999999981,0.9888988048337072,0.49590628615530413,0.3006024870855831
7.699999999999981,0.9886379872566289,0.49591963969219477,0.3011965501203311
7.7499999999999805,0.9883742790360996,0.495932861476689,0.3017853565919187
7.79999999999998,0.9881077013601458,0.4959459535259538,0.3023689831980204
7.84999999999998,0.987838275696204,0.4959589178066757,0.3029475050855066
7.89999999999998,0.9875660237746747,0.4959717562363404,0.30352099589023396
7.94999999999998,0.9872909675729263,0.4959844706844653,0.3040895277756019
7.99999999999998,0.9870131292997412,0.4959970629737883,0.3046531714699173
8.04999999999998,0.9867325313801987,0.49600953488141464,0.3052119963026132
8.09999999999998,0.986449196440991,0.49602188813992326,0.30576607023935864
8.14999999999998,0.9861631472961621,0.49603412443843425,0.3063154599161042
8.199999999999982,0.9858744069332659,0.49604624542363995,0.30686023067209584
8.249999999999982,0.9855829984999358,0.49605825270080006,0.30740044658189697
8.299999999999983,0.9852889452908585,0.49607014783470355,0.307936170486452
8.349999999999984,0.9849922707351456,0.49608193235059767,0.3084674640232253
8.399999999999984,0.9846929983840946,0.49609360773508604,0.3089943876554473
8.449999999999985,0.9843911518993341,0.4961051754369976,0.30951700070049903
8.499999999999986,0.9840867550413432,0.49611663686822577,0.31003536135746484
8.549999999999986,0.9837798316583399,0.4961279934045422,0.31054952673388053
8.599999999999987,0.9834704056755296,0.496139246386383,0.31105955287170634
8.649999999999988,0.9831585010847063,0.49615039711961023,0.3115654947725492
8.699999999999989,0.9828441419342007,0.4961614468762506,0.3120674064221608
8.74999999999999,0.9825273523191641,0.4961723968952094,0.31256534081423487
8.79999999999999,0.9822081563721851,0.4961832483829642,0.31305934997352797
8.84999999999999,0.9818865782542274,0.49619400251423623,0.31354948497832535
8.899999999999991,0.9815626421458845,0.4962046604326425,0.31403579598227455
8.949999999999992,0.9812363722389416,0.49621522325132805,0.31451833223560666
8.999999999999993,0.9809077927282387,0.49622569205358025,0.3149971421057657
9.049999999999994,0.9805769278038274,0.4962360678934242,0.3154722730974656
9.099999999999994,0.9802438016434138,0.4962463517962031,0.31594377187219325
9.149999999999995,0.9799084384050805,0.4962565447591401,0.31641168426717486
9.199999999999996,0.9795708622202809,0.4962666477518862,0.3168760553138245
9.249999999999996,0.9792310971870986,0.49627666171705254,0.31733692925568924
9.299999999999997,0.9788891673637652,0.49628658757072813,0.317794349565909
9.349999999999998,0.9785450967624295,0.4962964262029843,0.3182483589642051
9.399999999999999,0.978198909343172,0.4963061784783654,0.31869899943341307
9.45,0.9778506290082568,0.4963158452363674,0.31914631223557377
9.5,0.9775002795966167,0.49632542729190404,0.31959033792759667
9.55,0.9771478848785624,0.4963349254357613,0.32003111637650905
9.600000000000001,0.9767934685507123,0.49634434043504055,0.320468686774303
9.650000000000002,0.9764370542311342,0.49635367303359174,0.32090308765239395
9.700000000000003,0.9760786654546956,0.496362923952435,0.3213343568957012
