time,point0,point10,point12
3.65,0.99970980422732,0.49258034054,0.22308058756178
3.7,0.9996829893488,0.49263114238079,0.22463465167131
3.75,0.99965441034236,0.49268091481363,0.22616335923015
3.8,0.99962400482232,0.49272969214011,0.22766737504024
3.85,0.99959171100656,0.49277750708268,0.22914734057015
3.9,0.99955746781255,0.49282439087689,0.23060387494767
3.95,0.99952121494816,0.49287037335717,0.23203757590525
4,0.99948289299726,0.49291548303659,0.23344902068025
4.05,0.99944244349994,0.49295974718116,0.23483876687239
4.1,0.99939980902746,0.49300319187908,0.23620735326048
4.15,0.99935493325179,0.49304584210538,0.23755530058042
4.2,0.99930776101002,0.49308772178221,0.23888311226648
4.25,0.99925823836347,0.49312885383524,0.24019127515764
4.3,0.99920631265174,0.49316926024639,0.24148026017075
4.35,0.99915193254178,0.49320896210318,0.24275052294226
4.4,0.99909504807202,0.49324797964499,0.24400250444002
4.45,0.99903561069185,0.4932863323064,0.24523663154676
4.5,0.99897357329646,0.49332403875784,0.24645331761661
4.55,0.99890889025727,0.49336111694381,0.24765296300603
4.6,0.99884151744812,0.49339758411874,0.2488359555805
4.65,0.99877141226733,0.4934334568807,0.25000267119819
4.7,0.99869853365589,0.49346875120318,0.25115347417163
4.75,0.99862284211186,0.4935034824649,0.25228871770877
4.8,0.99854429970129,0.49353766547805,0.25340874433411
4.85,0.9984628700657,0.49357131451472,0.25451388629122
4.9,0.99837851842636,0.49360444333201,0.25560446592737
4.95,0.99829121158566,0.4936370651956,0.25668079606127
5,0.99820091792548,0.49366919290207,0.25774318033464
5.05,0.998107607403,0.49370083879999,0.25879191354857
5.1,0.99801125154397,0.49373201480982,0.25982728198527
5.15,0.99791182343367,0.4937627324428,0.26084956371599
5.2,0.99780929770568,0.49379300281877,0.26185902889583
5.25,0.9977036505286,0.49382283668303,0.26285594004589
5.3,0.99759485959099,0.49385224442245,0.26384055232369
5.35,0.99748290408447,0.49388123608052,0.26481311378207
5.4,0.99736776468539,0.49390982137184,0.26577386561734
5.45,0.99724942353489,0.49393800969573,0.2667230424072
5.5,0.99712786421776,0.49396581014921,0.26766087233875
5.55,0.99700307174009,0.49399323153932,0.26858757742724
5.6,0.99687503250577,0.49402028239478,0.26950337372584
5.65,0.99674373429217,0.49404697097719,0.270408471527
5.7,0.9966091662248,0.49407330529151,0.27130307555563
5.75,0.99647131875134,0.49409929309621,0.2721873851546
5.8,0.99633018361498,0.4941249419128,0.27306159446287
5.85,0.99618575382715,0.49415025903498,0.27392589258657
5.9,0.99603802363984,0.4941752515373,0.27478046376339
5.95,0.99588698851746,0.49419992628345,0.27562548752049
6,0.99573264510843,0.49422428993417,0.2764611388264
6.05,0.99557499121645,0.49424834895478,0.27728758823692
6.1,0.99541402577168,0.49427210962233,0.27810500203558
6.15,0.99524974880171,0.49429557803247,0.27891354236867
6.2,0.99508216140249,0.49431876010601,0.27971336737513
6.25,0.99491126570929,0.49434166159516,0.28050463131166
6.3,0.99473706486765,0.49436428808949,0.28128748467303
6.35,0.99455956300448,0.49438664502164,0.28206207430803
6.4,0.99437876519916,0.4944087376728,0.28282854353105
6.45,0.994194677455,0.49443057117789,0.28358703222961
6.5,0.99400730667076,0.49445215053057,0.28433767696796
6.55,0.99381666061244,0.494473480588,0.2850806110869
6.6,0.99362274788542,0.49449456607545,0.28581596480002
6.65,0.99342557790679,0.49451541159063,0.28654386528648
6.7,0.99322516087807,0.4945360216079,0.28726443678049
6.75,0.99302150775828,0.49455640048229,0.2879778006576
6.8,0.99281463023734,0.49457655245334,0.28868407551797
6.85,0.99260454070993,0.4945964816488,0.28938337726672
6.9,0.99239125224964,0.49461619208816,0.29007581919148
6.95,0.99217477858367,0.49463568768603,0.29076151203721
7,0.99195513406785,0.49465497225542,0.29144056407857
7.05,0.99173233366218,0.49467404951084,0.29211308118964
7.1,0.99150639290679,0.49469292307132,0.29277916691141
7.15,0.99127732789833,0.49471159646327,0.29343892251693
7.2,0.99104515526693,0.49473007312325,0.29409244707422
7.25,0.99080989215348,0.49474835640062,0.2947398375072
7.3,0.99057155618752,0.49476644956012,0.29538118865446
7.35,0.99033016546555,0.49478435578428,0.29601659332614
7.4,0.99008573852981,0.49480207817581,0.29664614235901
7.45,0.98983829434759,0.49481961975988,0.29726992466957
7.5,0.98958785229095,0.49483698348624,0.29788802730563
7.55,0.989334432117,0.49485417223138,0.29850053549606
7.6,0.98907805394861,0.49487118880054,0.29910753269903
7.65,0.98881873825559,0.49488803592964,0.29970910064864
7.7,0.98855650583641,0.49490471628713,0.30030531940015
7.75,0.98829137780029,0.49492123247587,0.30089626737369
7.8,0.98802337554986,0.49493758703477,0.30148202139663
7.85,0.98775252076421,0.49495378244056,0.30206265674466
7.9,0.98747883538242,0.49496982110933,0.30263824718151
7.95,0.98720234158756,0.49498570539813,0.30320886499752
8,0.9869230617911,0.49500143760644,0.30377458104694
8.05,0.98664101861781,0.49501701997766,0.30433546478418
8.1,0.98635623489104,0.49503245470047,0.30489158429885
8.15,0.98606873361846,0.4950477439102,0.30544300634986
8.2,0.98577853797823,0.49506288969012,0.30598979639833
8.25,0.98548567130556,0.49507789407273,0.30653201863967
8.3,0.98519015707968,0.49509275904091,0.30706973603461
8.35,0.98489201891121,0.49510748652919,0.30760301033933
8.4,0.98459128052994,0.49512207842479,0.3081319021347
8.45,0.984287965773,0.49513653656878,0.30865647085465
8.5,0.98398209857336,0.49515086275712,0.30917677481373
8.55,0.98367370294874,0.49516505874171,0.30969287123385
8.6,0.98336280299087,0.49517912623135,0.31020481627025
8.65,0.98304942285513,0.49519306689272,0.31071266503673
8.7,0.98273358675049,0.49520688235135,0.31121647163013
8.75,0.98241531892982,0.49522057419245,0.31171628915412
8.8,0.98209464368052,0.49523414396185,0.31221216974237
8.85,0.98177158531551,0.49524759316681,0.31270416458095
8.9,0.98144616816445,0.49526092327689,0.31319232393023
8.95,0.98111841656539,0.49527413572468,0.31367669714605
9,0.98078835485662,0.49528723190666,0.31415733270039
9.05,0.98045600736885,0.49530021318388,0.31463427820141
9.1,0.98012139841771,0.49531308088272,0.31510758041298
9.15,0.97978455229644,0.49532583629562,0.31557728527363
9.2,0.979445493269,0.49533848068174,0.31604343791501
9.25,0.97910424556327,0.49535101526764,0.31650608267983
9.3,0.97876083336464,0.49536344124794,0.31696526313936
9.35,0.97841528080983,0.49537575978596,0.31742102211039
9.4,0.97806761198087,0.49538797201432,0.31787340167179
9.45,0.97771785089945,0.49540007903554,0.31832244318059
9.5,0.9773660215214,0.49541208192267,0.31876818728768
9.55,0.97701214773143,0.49542398171979,0.31921067395303
9.6,0.97665625333809,0.49543577944263,0.31964994246058
9.65,0.97629836206898,0.49544747607907,0.32008603143268
9.7,0.97593849756607,0.4954590725897,0.32051897884418
9.75,0.97557668338134,0.49547056990831,0.32094882203619
9.8,0.97521294297252,0.49548196894242,0.3213755977294
9.85,0.97484729969908,0.49549327057374,0.32179934203713
9.9,0.97447977681836,0.49550447565867,0.32222009047804
9.95,0.97411039748194,0.49551558502879,0.32263787798844
10,0.9737391847321,0.49552659949126,0.32305273893443
10.05,0.97336616149852,0.49553751982934,0.32346470712356
10.1,0.97299135059513,0.49554834680276,0.32387381581638
10.15,0.97261477471704,0.49555908114821,0.32428009773752
10.2,0.97223645643779,0.49556972357971,0.32468358508664
10.25,0.97185641820655,0.49558027478906,0.32508430954904
10.3,0.97147468234562,0.49559073544621,0.325482302306
10.35,0.97109127104798,0.49560110619968,0.32587759404491
10.4,0.97070620637503,0.49561138767693,0.3262702149691
10.45,0.97031951025441,0.49562158048476,0.3266601948075
10.5,0.96993120447798,0.49563168520965,0.32704756282396
10.55,0.96954131069994,0.49564170241815,0.32743234782648
10.6,0.96914985043501,0.49565163265723,0.3278145781761
10.65,0.96875684505676,0.49566147645462,0.32819428179566
10.7,0.96836231579606,0.49567123431919,0.32857148617825
10.75,0.96796628373964,0.49568090674123,0.32894621839562
10.8,0.96756876982869,0.49569049419284,0.32931850510623
10.85,0.96716979485766,0.49569999712821,0.32968837256318
10.9,0.96676937947309,0.495709415984,0.330055846622
10.95,0.9663675441725,0.49571875117958,0.33042095274817
11,0.96596430930351,0.4957280031174,0.3307837160245
11.05,0.96555969506287,0.49573717218327,0.33114416115839
11.1,0.96515372149569,0.49574625874665,0.33150231248883
11.15,0.96474640849474,0.49575526316098,0.33185819399334
11.2,0.96433777579976,0.49576418576394,0.33221182929465
11.25,0.96392784299695,0.49577302687776,0.33256324166731
11.3,0.96351662951841,0.49578178680945,0.3329124540441
11.35,0.96310415464176,0.49579046585116,0.33325948902236
11.4,0.96269043748978,0.49579906428039,0.33360436887006
11.45,0.96227549703008,0.49580758236026,0.33394711553188
11.5,0.9618593520749,0.49581602033983,0.33428775063504
11.55,0.96144202128093,0.49582437845429,0.33462629549505
11.6,0.96102352314919,0.49583265692527,0.33496277112134
11.65,0.96060387602499,0.49584085596107,0.33529719822276
11.7,0.96018309809787,0.49584897575691,0.33562959721291
11.75,0.95976120740172,0.4958570164952,0.33595998821546
11.8,0.95933822181482,0.49586497834575,0.33628839106923
11.85,0.95891415906001,0.49587286146604,0.33661482533327
11.9,0.95848903670484,0.49588066600142,0.33693931029177
11.95,0.95806287216186,0.4958883920854,0.33726186495887
12,0.95763568268883,0.49589603983981,0.33758250808337
12.05,0.95720748538907,0.49590360937509,0.33790125815336
12.1,0.95677829721179,0.49591110079048,0.33821813340074
12.15,0.95634813495248,0.49591851417426,0.33853315180564
12.2,0.95591701525336,0.49592584960394,0.33884633110072
12.25,0.95548495460377,0.49593310714652,0.33915768877548
12.3,0.95505196934074,0.49594028685865,0.33946724208033
12.35,0.95461807564944,0.49594738878687,0.3397750080307
12.4,0.95418328956374,0.49595441296785,0.34008100341104
12.45,0.95374762696682,0.49596135942852,0.34038524477866
12.5,0.95331110359174,0.49596822818634,0.34068774846761
12.55,0.95287373502206,0.49597501924944,0.34098853059238
12.6,0.95243553669251,0.49598173261688,0.3412876070516
12.65,0.95199652388967,0.49598836827879,0.3415849935316
12.7,0.95155671175262,0.49599492621662,0.34188070550994
12.75,0.95111611527373,0.49600140640325,0.3421747582589
12.8,0.95067474929932,0.49600780880325,0.34246716684878
12.85,0.95023262853045,0.49601413337304,0.34275794615128
12.9,0.94978976752371,0.49602038006106,0.34304711084272
12.95,0.94934618069196,0.49602654880796,0.34333467540722
13,0.94890188230518,0.49603263954678,0.34362065413985
13.05,0.94845688649128,0.49603865220314,0.34390506114964
13.1,0.94801120723688,0.49604458669539,0.34418791036261
13.15,0.94756485838825,0.49605044293477,0.34446921552473
13.2,0.94711785365208,0.49605622082562,0.34474899020477
13.25,0.94667020659641,0.49606192026553,0.34502724779712
13.3,0.94622193065147,0.49606754114549,0.34530400152462
13.35,0.94577303911061,0.49607308335007,0.34557926444121
13.4,0.94532354513116,0.49607854675757,0.34585304943468
13.45,0.94487346173537,0.49608393124019,0.34612536922919
13.5,0.94442280181129,0.49608923666418,0.34639623638794
13.55,0.94397157811376,0.49609446288999,0.34666566331562
13.6,0.94351980326527,0.49609960977244,0.3469336622609
13.65,0.94306748975693,0.49610467716086,0.34720024531888
13.7,0.94261464994941,0.49610966489922,0.34746542443344
13.75,0.9421612960739,0.49611457282631,0.34772921139961
13.8,0.94170744023303,0.49611940077586,0.34799161786582
13.85,0.94125309440187,0.49612414857671,0.34825265533621
13.9,0.94079827042885,0.49612881605292,0.34851233517276
13.95,0.94034298003675,0.49613340302394,0.34877066859756
14,0.93988723482366,0.4961379093047,0.34902766669485
14.05,0.93943104626394,0.49614233470581,0.34928334041316
14.1,0.93897442570919,0.49614667903364,0.34953770056736
14.15,0.93851738438924,0.49615094209049,0.34979075784066
14.2,0.93805993341311,0.49615512367468,0.35004252278661
14.25,0.93760208376998,0.49615922358073,0.350293005831
14.3,0.93714384633017,0.49616324159944,0.35054221727386
14.35,0.93668523184611,0.49616717751802,0.35079016729123
14.4,0.93622625095332,0.49617103112026,0.35103686593707
14.45,0.93576691417139,0.49617480218658,0.35128232314505
14.5,0.93530723190492,0.49617849049423,0.35152654873035
14.55,0.93484721444453,0.49618209581733,0.35176955239135
14.6,0.9343868719678,0.49618561792703,0.35201134371141
14.65,0.93392621454026,0.49618905659162,0.35225193216052
14.7,0.93346525211634,0.49619241157664,0.35249132709699
14.75,0.93300399454033,0.49619568264499,0.35272953776901
14.8,0.93254245154738,0.49619886955705,0.35296657331634
14.85,0.9320806327644,0.49620197207075,0.35320244277182
14.9,0.93161854771106,0.49620498994174,0.35343715506294
14.95,0.93115620580071,0.49620792292344,0.35367071901334
15,0.93069361634137,0.49621077076716,0.35390314334434
15.05,0.93023078853662,0.49621353322221,0.35413443667637
15.1,0.9297677314866,0.49621621003601,0.35436460753044
15.15,0.92930445418892,0.49621880095416,0.35459366432953
15.2,0.92884096553958,0.49622130572055,0.35482161540003
15.25,0.92837727433392,0.49622372407746,0.35504846897306
15.3,0.92791338926756,0.49622605576565,0.35527423318586
15.35,0.92744931893727,0.49622830052446,0.35549891608309
15.4,0.92698507184196,0.49623045809188,0.35572252561816
15.45,0.92652065638351,0.49623252820468,0.35594506965447
15.5,0.92605608086776,0.49623451059845,0.35616655596673
15.55,0.92559135350534,0.49623640500772,0.35638699224215
15.6,0.92512648241263,0.49623821116604,0.35660638608169
15.65,0.92466147561259,0.49623992880604,0.35682474500123
15.7,0.9241963410357,0.49624155765956,0.35704207643279
15.75,0.92373108652082,0.49624309745768,0.35725838772568
15.8,0.92326571981607,0.49624454793084,0.35747368614762
15.85,0.9228002485797,0.49624590880889,0.35768797888588
15.9,0.92233468038095,0.49624717982117,0.3579012730484
15.95,0.92186902270092,0.49624836069663,0.35811357566485
16,0.92140328293343,0.49624945116383,0.35832489368772
16.05,0.92093746838585,0.49625045095108,0.35853523399338
16.1,0.92047158627995,0.49625135978647,0.35874460338309
16.15,0.92000564375277,0.49625217739796,0.35895300858406
16.2,0.91953964785738,0.49625290351343,0.35916045625042
16.25,0.91907360556378,0.4962535378608,0.35936695296422
16.3,0.91860752375969,0.49625408016801,0.3595725052364
16.35,0.91814140925135,0.49625453016317,0.35977711950777
16.4,0.91767526876435,0.49625488757458,0.35998080214991
16.45,0.91720910894442,0.4962551521308,0.36018355946615
16.5,0.91674293635824,0.49625532356072,0.36038539769244
16.55,0.9162767574942,0.4962554015936,0.36058632299827
16.6,0.91581057876323,0.49625538595916,0.36078634148755
16.65,0.91534440649953,0.49625527638761,0.36098545919949
16.7,0.91487824696138,0.49625507260974,0.36118368210944
16.75,0.9144121063319,0.49625477435695,0.36138101612977
16.8,0.91394599071977,0.49625438136129,0.36157746711066
16.85,0.91347990616004,0.49625389335556,0.36177304084094
16.9,0.91301385861484,0.49625331007333,0.3619677430489
16.95,0.91254785397414,0.496252631249,0.3621615794031
17,0.91208189805648,0.49625185661785,0.36235455551309
17.05,0.91161599660969,0.4962509859161,0.36254667693027
17.1,0.91115015531163,0.49625001888093,0.36273794914858
17.15,0.9106843797709,0.49624895525057,0.36292837760527
17.2,0.91021867552753,0.49624779476429,0.36311796768166
17.25,0.90975304805374,0.49624653716252,0.36330672470382
17.3,0.90928750275456,0.49624518218682,0.36349465394331
17.35,0.90882204496862,0.49624372957997,0.36368176061791
17.4,0.90835667996874,0.49624217908599,0.36386804989225
17.45,0.90789141296266,0.49624053045021,0.36405352687855
17.5,0.90742624909374,0.49623878341927,0.36423819663727
17.55,0.90696119344157,0.49623693774118,0.36442206417777
17.6,0.90649625102267,0.49623499316538,0.36460513445898
17.65,0.90603142679113,0.49623294944273,0.36478741239003
17.7,0.9055667256393,0.4962308063256,0.36496890283088
17.75,0.90510215239836,0.49622856356786,0.36514961059294
17.8,0.90463771183904,0.49622622092495,0.36532954043974
17.85,0.9041734086722,0.49622377815388,0.36550869708747
17.9,0.90370924754949,0.4962212350133,0.36568708520558
17.95,0.90324523306394,0.4962185912635,0.36586470941744
18,0.90278136975062,0.49621584666648,0.36604157430084
18.05,0.90231766208719,0.49621300098592,0.36621768438861
18.1,0.90185411449458,0.49621005398729,0.36639304416918
18.15,0.90139073133751,0.49620700543779,0.3665676580871
18.2,0.90092751692515,0.49620385510647,0.36674153054364
18.25,0.90046447551166,0.49620060276419,0.36691466589729
18.3,0.90000161129681,0.49619724818365,0.36708706846432
18.35,0.89953892842653,0.49619379113948,0.3672587425193
18.4,0.8990764309935,0.49619023140818,0.36742969229558
18.45,0.8986141230377,0.4961865687682,0.36759992198586
18.5,0.89815200854697,0.49618280299996,0.36776943574265
18.55,0.89769009145758,0.49617893388583,0.36793823767879
18.6,0.89722837565478,0.49617496121023,0.36810633186793
18.65,0.89676686497333,0.49617088475956,0.36827372234499
18.7,0.89630556319804,0.49616670432229,0.36844041310667
18.75,0.89584447406432,0.49616241968896,0.36860640811192
18.8,0.89538360125869,0.49615803065218,0.36877171128236
18.85,0.89492294841932,0.49615353700668,0.36893632650277
18.9,0.89446251913653,0.4961489385493,0.36910025762154
18.95,0.89400231695331,0.49614423507904,0.3692635084511
19,0.89354234536586,0.49613942639705,0.36942608276835
19.05,0.89308260782404,0.49613451230664,0.36958798431512
19.1,0.89262310773188,0.49612949261332,0.36974921679856
19.15,0.89216384844813,0.49612436712482,0.36990978389158
19.2,0.89170483328667,0.49611913565107,0.37006968923326
19.25,0.89124606551703,0.49611379800423,0.37022893642926
19.3,0.89078754836487,0.49610835399874,0.3703875290522
19.35,0.89032928501247,0.49610280345127,0.3705454706421
19.4,0.88987127859915,0.49609714618076,0.37070276470671
19.45,0.88941353222178,0.49609138200846,0.37085941472195
19.5,0.88895604893523,0.49608551075789,0.37101542413229
19.55,0.88849883175279,0.49607953225488,0.37117079635105
19.6,0.88804188364668,0.4960734463276,0.37132553476089
19.65,0.88758520754844,0.4960672528065,0.37147964271405
19.7,0.88712880634942,0.49606095152441,0.37163312353281
19.75,0.88667268290118,0.49605454231647,0.37178598050978
19.8,0.88621684001592,0.49604802502019,0.3719382169083
19.85,0.88576128046695,0.49604139947544,0.37208983596273
19.9,0.88530600698907,0.49603466552444,0.37224084087885
19.95,0.88485102227901,0.49602782301178,0.37239123483415
20,0.88439632899584,0.49602087178446,0.37254102097818
20.05,0.88394192976139,0.49601381169183,0.37269020243289
20.1,0.88348782716062,0.49600664258564,0.37283878229292
20.15,0.88303402374209,0.49599936432005,0.37298676362595
20.2,0.88258052201829,0.49599197675159,0.37313414947301
20.25,0.88212732446607,0.49598447973921,0.37328094284876
20.3,0.88167443352701,0.49597687314427,0.37342714674184
20.35,0.88122185160785,0.49596915683053,0.37357276411515
20.4,0.88076958108081,0.49596133066417,0.37371779790613
20.45,0.880317624284,0.49595339451377,0.37386225102709
20.5,0.87986598352181,0.49594534825035,0.37400612636548
20.55,0.87941466106524,0.49593719174732,0.37414942678418
20.6,0.87896365915231,0.49592892488053,0.37429215512177
20.65,0.87851297998838,0.49592054752824,0.37443431419284
20.7,0.87806262574654,0.49591205957115,0.37457590678823
20.75,0.87761259856796,0.49590346089234,0.37471693567533
20.8,0.87716290056222,0.49589475137736,0.37485740359833
20.85,0.87671353380768,0.49588593091415,0.37499731327849
20.9,0.87626450035183,0.49587699939307,0.37513666741439
20.95,0.87581580221159,0.49586795670691,0.37527546868221
21,0.87536744137369,0.49585880275087,0.37541371973599
21.05,0.874919419795,0.49584953742257,0.37555142320783
21.1,0.87447173940281,0.49584016062203,0.37568858170819
21.15,0.87402440209524,0.4958306722517,0.37582519782612
21.2,0.87357740974147,0.49582107221642,0.37596127412949
21.25,0.87313076418213,0.49581136042345,0.37609681316524
21.3,0.87268446722959,0.49580153678244,0.37623181745959
21.35,0.87223852066828,0.49579160120544,0.37636628951834
21.4,0.87179292625496,0.49578155360691,0.376500231827
21.45,0.8713476857191,0.49577139390368,0.3766336468511
21.5,0.87090280076313,0.49576112201496,0.37676653703637
21.55,0.87045827306272,0.49575073786238,0.37689890480897
21.6,0.87001410426716,0.49574024136991,0.37703075257572
21.65,0.86957029599957,0.4957296324639,0.3771620827243
21.7,0.86912684985722,0.49571891107307,0.37729289762346
21.75,0.86868376741184,0.49570807712851,0.37742319962323
21.8,0.86824105020986,0.49569713056364,0.37755299105516
21.85,0.86779869977273,0.49568607131427,0.37768227423246
21.9,0.86735671759717,0.4956748993185,0.37781105145026
21.95,0.86691510515548,0.49566361451682,0.37793932498578
22,0.86647386389576,0.49565221685201,0.37806709709853
22.05,0.86603299524222,0.49564070626919,0.37819437003051
22.1,0.86559250059545,0.49562908271579,0.37832114600641
22.15,0.86515238133266,0.49561734614157,0.37844742723377
22.2,0.86471263880795,0.49560549649856,0.37857321590317
22.25,0.86427327435255,0.49559353374111,0.37869851418847
22.3,0.86383428927513,0.49558145782584,0.37882332424691
22.35,0.86339568486199,0.49556926871166,0.37894764821935
22.4,0.86295746237734,0.49555696635975,0.37907148823042
22.45,0.86251962306354,0.49554455073353,0.3791948463887
22.5,0.86208216814137,0.49553202179871,0.3793177247869
22.55,0.86164509881022,0.49551937952323,0.37944012550202
22.6,0.86120841624838,0.49550662387724,0.37956205059553
22.65,0.86077212161324,0.49549375483317,0.37968350211353
22.7,0.86033621604156,0.49548077236564,0.37980448208691
22.75,0.85990070064967,0.49546767645146,0.37992499253151
22.8,0.8594655765337,0.49545446706968,0.38004503544832
22.85,0.85903084476984,0.49544114420152,0.38016461282357
22.9,0.85859650641453,0.49542770783039,0.38028372662893
22.95,0.85816256250471,0.49541415794186,0.38040237882168
23,0.857729014058,0.49540049452368,0.38052057134482
23.05,0.85729586207296,0.49538671756573,0.38063830612724
23.1,0.85686310752927,0.49537282706006,0.38075558508388
23.15,0.85643075138799,0.49535882300083,0.38087241011585
23.2,0.85599879459171,0.49534470538433,0.38098878311062
23.25,0.85556723806479,0.49533047420897,0.3811047059421
23.3,0.85513608271359,0.49531612947525,0.38122018047084
23.35,0.85470532942661,0.49530167118576,0.38133520854415
23.4,0.85427497907476,0.49528709934519,0.38144979199621
23.45,0.85384503251152,0.49527241396027,0.38156393264824
23.5,0.85341549057313,0.49525761503982,0.38167763230866
23.55,0.85298635407883,0.49524270259468,0.38179089277313
23.6,0.85255762383099,0.49522767663775,0.38190371582479
23.65,0.85212930061536,0.49521253718395,0.38201610323432
23.7,0.85170138520123,0.49519728425021,0.38212805676009
23.75,0.85127387834161,0.49518191785547,0.38223957814828
23.8,0.85084678077342,0.49516643802065,0.38235066913302
23.85,0.8504200932177,0.49515084476867,0.38246133143651
23.9,0.84999381637976,0.49513513812442,0.38257156676913
23.95,0.84956795094936,0.49511931811473,0.38268137682955
24,0.8491424976009,0.49510338476839,0.3827907633049
24.05,0.8487174569936,0.49508733811613,0.38289972787083
24.1,0.84829282977164,0.49507117819059,0.38300827219167
24.15,0.84786861656437,0.49505490502635,0.3831163979205
24.2,0.84744481798647,0.49503851865985,0.38322410669932
24.25,0.84702143463811,0.49502201912947,0.38333140015911
24.3,0.8465984671051,0.49500540647542,0.38343827991997
24.35,0.84617591595909,0.4949886807398,0.38354474759122
24.4,0.84575378175771,0.49497184196656,0.38365080477152
24.45,0.84533206504473,0.49495489020151,0.38375645304896
24.5,0.84491076635023,0.49493782549225,0.38386169400117
24.55,0.84448988619076,0.49492064788823,0.38396652919544
24.6,0.84406942506946,0.4949033574407,0.3840709601888
24.65,0.84364938347627,0.4948859542027,0.38417498852813
24.7,0.84322976188803,0.49486843822905,0.38427861575027
24.75,0.84281056076867,0.49485080957636,0.38438184338212
24.8,0.84239178056933,0.49483306830296,0.38448467294073
24.85,0.84197342172852,0.49481521446897,0.38458710593337
24.9,0.84155548467228,0.49479724813621,0.3846891438577
24.95,0.84113796981429,0.49477916936824,0.38479078820178
25,0.84072087755604,0.49476097823032,0.38489204044423
25.05,0.84030420828697,0.49474267478943,0.38499290205428
25.1,0.83988796238459,0.49472425911419,0.38509337449189
