time,flux,rhs_release,scale_flux,v
13.5,-9310058.3616863,0.16200998662877,9310058.3616863,505893.17751828
13.6,-9268284.4413655,0.16386265486147,9268284.4413655,504629.5932549
13.7,-9227209.1051176,0.16571370830343,9227209.1051176,503371.64388683
13.8,-9186812.7826937,0.16756307088737,9186812.7826937,502119.23571837
13.9,-9147076.4864464,0.169410669097,9147076.4864464,500872.27767628
14,-9107981.7937272,0.17125643189066,9107981.7937272,499630.68123173
14.1,-9069510.829835,0.17310029062716,9069510.829835,498394.36032462
14.2,-9031646.2514939,0.17494217899391,9031646.2514939,497163.23129017
14.3,-8994371.2308442,0.17678203293705,8994371.2308442,495937.21278768
14.4,-8957669.439929,0.17861979059372,8957669.439929,494716.22573153
14.5,-8921525.0356589,0.1804553922263,8921525.0356589,493500.19322418
14.6,-8885922.6452399,0.18228878015862,8885922.6452399,492289.04049118
14.7,-8850847.3520483,0.18411989871401,8850847.3520483,491082.69481819
14.8,-8816284.6819392,0.1859486941552,8816284.6819392,489881.08548986
14.9,-8782220.5899733,0.18777511462605,8782220.5899733,488684.1437305
15,-8748641.4475489,0.18959911009494,8748641.4475489,487491.80264664
15.1,-8715534.0299259,0.19142063229983,8715534.0299259,486303.99717119
15.2,-8682885.5041297,0.19323963469503,8682885.5041297,485120.66400935
15.3,-8650683.4172228,0.19505607239948,8650683.4172228,483941.74158611
15.4,-8618915.6849313,0.19686990214657,8618915.6849313,482767.16999532
15.5,-8587570.5806171,0.19868108223547,8587570.5806171,481596.89095032
15.6,-8556636.7245828,0.2004895724839,8556636.7245828,480430.84773599
15.7,-8526103.073701,0.20229533418232,8526103.073701,479268.98516228
15.8,-8495958.9113555,0.20409833004942,8495958.9113555,478111.24951908
15.9,-8466193.8376872,0.20589852418901,8466193.8376872,476957.58853253
16,-8436797.7601328,0.20769588204814,8436797.7601328,475807.9513225
16.1,-8407760.8842499,0.20949037037649,8407760.8842499,474662.28836148
16.2,-8379073.7048161,0.21128195718695,8379073.7048161,473520.55143459
16.3,-8350726.9971981,0.2130706117174,8350726.9971981,472382.69360084
16.4,-8322711.8089783,0.21485630439361,8322711.8089783,471248.66915553
16.5,-8295019.451834,0.21663900679319,8295019.451834,470118.43359379
16.6,-8267641.4936596,0.21841869161077,8267641.4936596,468991.94357516
16.7,-8240569.7509255,0.22019533262402,8240569.7509255,467869.15688927
16.8,-8213796.2812662,0.22196890466082,8213796.2812662,466750.03242254
16.9,-8187313.3762899,0.22373938356736,8187313.3762899,465634.53012586
17,-8161113.5546046,0.22550674617721,8161113.5546046,464522.61098324
17.1,-8135189.5550517,0.22727097028124,8135189.5550517,463414.23698138
17.2,-8109534.3301429,0.22903203459858,8109534.3301429,462309.37108015
17.3,-8084141.0396938,0.23078991874828,8084141.0396938,461207.97718402
17.4,-8059003.0446468,0.23254460322193,8059003.0446468,460110.02011418
17.5,-8034113.9010801,0.23429606935705,8034113.9010801,459015.46558169
17.6,-8009467.3543953,0.23604429931129,8009467.3543953,457924.28016125
17.7,-7985057.3336751,0.23778927603739,7985057.3336751,456836.43126588
17.8,-7960877.9462193,0.23953098325888,7960877.9462193,455751.8871223
17.9,-7936923.4722326,0.24126940544652,7936923.4722326,454670.61674702
18,-7913188.3596781,0.24300452779545,7913188.3596781,453592.58992321
18.1,-7889667.2192821,0.24473633620296,7889667.2192821,452517.77717819
18.2,-7866354.8196887,0.24646481724705,7866354.8196887,451446.14976164
18.3,-7843246.0827589,0.24818995816547,7843246.0827589,450377.67962441
18.4,-7820336.0790097,0.24991174683551,7820336.0790097,449312.33939802
18.5,-7797620.0231895,0.25163017175436,7797620.0231895,448250.10237472
18.6,-7775093.2699858,0.25334522202,7775093.2699858,447190.94248818
18.7,-7752751.3098606,0.25505688731277,7752751.3098606,446134.83429471
18.8,-7730589.76501,0.25676515787734,7730589.76501,445081.75295511
18.9,-7708604.3854446,0.2584700245054,7708604.3854446,444031.67421694
19,-7686791.0451865,0.26017147851871,7686791.0451865,442984.5743975
19.1,-7665145.7385799,0.26186951175272,7665145.7385799,441940.43036711
19.2,-7643664.576712,0.26356411654071,7643664.576712,440899.21953305
19.3,-7622343.7839397,0.26525528569835,7622343.7839397,439860.91982388
19.4,-7601179.6945208,0.26694301250873,7601179.6945208,438825.50967431
19.5,-7580168.749345,0.26862729070788,7580168.749345,437792.9680104
19.6,-7559307.4927632,0.27030811447066,7559307.4927632,436763.27423533
19.7,-7538592.5695099,0.27198547839711,7538592.5695099,435736.40821553
19.8,-7518020.7217187,0.27365937749924,7518020.7217187,434712.35026718
19.9,-7497588.7860261,0.27532980718811,7497588.7860261,433691.08114322
20,-7477293.6907616,0.27699676326142,7477293.6907616,432672.58202066
20.1,-7457132.4532219,0.27866024189138,7457132.4532219,431656.83448826
20.2,-7437102.1770258,0.28032023961298,7437102.1770258,430643.82053469
20.3,-7417200.0495482,0.28197675331262,7417200.0495482,429633.52253685
20.4,-7397423.3394309,0.28362978021707,7397423.3394309,428625.92324876
20.5,-7377769.3941672,0.28527931788272,7377769.3941672,427621.0057906
20.6,-7358235.637758,0.28692536418522,7358235.637758,426618.75363814
20.7,-7338819.5684388,0.28856791730942,7338819.5684388,425619.15061254
20.8,-7319518.7564736,0.29020697573952,7319518.7564736,424622.18087035
20.9,-7300330.8420151,0.29184253824966,7300330.8420151,423627.82889389
21,-7281253.5330277,0.29347460389465,7281253.5330277,422636.07948186
21.1,-7262284.6032738,0.29510317200109,7262284.6032738,421646.91774027
21.2,-7243421.8903586,0.2967282421587,7243421.8903586,420660.32907362
21.3,-7224663.2938345,0.29834981421189,7224663.2938345,419676.29917635
21.4,-7206006.7733609,0.29996788825165,7206006.7733609,418694.81402451
21.5,-7187450.3469191,0.30158246460762,7187450.3469191,417715.85986775
21.6,-7168992.0890812,0.30319354384041,7168992.0890812,416739.42322146
21.7,-7150630.129329,0.3048011267342,7150630.129329,415765.49085922
21.8,-7132362.6504246,0.30640521428949,7132362.6504246,414794.04980542
21.9,-7114187.8868283,0.30800580771611,7114187.8868283,413825.08732813
22,-7096104.1231643,0.30960290842643,7096104.1231643,412858.59093218
22.1,-7078109.6927319,0.31119651802879,7078109.6927319,411894.54835242
22.2,-7060202.9760612,0.31278663832107,7060202.9760612,410932.94754721
22.3,-7042382.3995111,0.31437327128453,7042382.3995111,409973.77669206
22.4,-7024646.4339106,0.31595641907777,7024646.4339106,409017.02417356
22.5,-7006993.5932384,0.31753608403095,7006993.5932384,408062.67858334
22.6,-6989422.4333442,0.31911226864007,6989422.4333442,407110.72871233
22.7,-6971931.5507058,0.3206849755615,6971931.5507058,406161.16354515
22.8,-6954519.5812254,0.32225420760671,6954519.5812254,405213.97225465
22.9,-6937185.1990598,0.32381996773701,6937185.1990598,404269.14419662
23,-6919927.1154866,0.32538225905866,6919927.1154866,403326.66890471
23.1,-6902744.0778039,0.32694108481792,6902744.0778039,402386.53608539
23.2,-6885634.8682629,0.32849644839637,6885634.8682629,401448.73561317
23.3,-6868598.3030316,0.33004835330635,6868598.3030316,400513.2575259
23.4,-6851633.2311906,0.33159680318654,6851633.2311906,399580.09202022
23.5,-6834738.5337574,0.33314180179761,6834738.5337574,398649.22944715
23.6,-6817913.1227408,0.3346833530181,6817913.1227408,397720.66030784
23.7,-6801155.940223,0.33622146084038,6801155.940223,396794.37524935
23.8,-6784465.9574693,0.33775612936668,6784465.9574693,395870.36506071
23.9,-6767842.1740638,0.33928736280531,6767842.1740638,394948.62066892
24,-6751283.6170714,0.34081516546701,6751283.6170714,394029.13313521
24.1,-6734789.3402246,0.3423395417613,6734789.3402246,393111.89365135
24.2,-6718358.4231342,0.34386049619307,6718358.4231342,392196.89353606
24.3,-6701989.9705239,0.34537803335918,6701989.9705239,391284.12423155
24.4,-6685683.1114874,0.3468921579452,6685683.1114874,390373.57730016
24.5,-6669436.9987682,0.34840287472226,6669436.9987682,389465.24442108
24.6,-6653250.8080595,0.34991018854397,6653250.8080595,388559.11738719
24.7,-6637123.7373267,0.35141410434343,6637123.7373267,387655.188102
24.8,-6621055.0061489,0.35291462713036,6621055.0061489,386753.44857663
24.9,-6605043.85508,0.3544117619883,6605043.85508,385853.89092695
25,-6589089.5450298,0.35590551407188,6589089.5450298,384956.50737073
25.1,-6573191.3566622,0.35739588860419,6573191.3566622,384061.29022494
25.2,-6557348.5898121,0.35888289087424,6557348.5898121,383168.23190312
25.3,-6541560.5629202,0.36036652623446,6541560.5629202,382277.32491274
25.4,-6525826.6124828,0.36184680009832,6525826.6124828,381388.5618528
25.5,-6510146.0925202,0.36332371793798,6510146.0925202,380501.93541133
25.6,-6494518.3740593,0.36479728528205,6494518.3740593,379617.43836309
25.7,-6478942.8446321,0.3662675077134,6478942.8446321,378735.06356727
25.8,-6463418.9077896,0.36773439086702,6463418.9077896,377854.80396528
25.9,-6447945.9826294,0.36919794042795,6447945.9826294,376976.65257863
26,-6432523.5033379,0.37065816212935,6432523.5033379,376100.60250678
26.1,-6417150.9187457,0.37211506175046,6417150.9187457,375226.6469252
26.2,-6401827.6919001,0.37356864511483,6401827.6919001,374354.77908335
26.3,-6386553.2996328,0.37501891808841,6386553.2996328,373484.99230278
26.4,-6371327.2321763,0.37646588657784,6371327.2321763,372617.27997531
26.5,-6356148.9927539,0.37790955652873,6356148.9927539,371751.63556123
26.6,-6341018.0951778,0.37934993392397,6341018.0951778,370888.05257113
26.7,-6325934.0721983,0.38078702478219,6325934.0721983,370026.52463005
26.8,-6310896.4604536,0.3822208351561,6310896.4604536,369167.04537675
26.9,-6295904.8122446,0.38365137113108,6295904.8122446,368309.60852844
27,-6280958.690143,0.38507863882366,6280958.690143,367454.20786258
27.1,-6266057.6677,0.38650264438008,6266057.6677,366600.83721536
27.2,-6251201.329016,0.38792339397497,6251201.329016,365749.49048027
27.3,-6236389.2684358,0.38934089380999,6236389.2684358,364900.16160666
27.4,-6221621.0902443,0.3907551501125,6221621.0902443,364052.8445984
27.5,-6206896.4083748,0.39216616913437,6206896.4083748,363207.53351254
27.6,-6192214.8461262,0.39357395715072,6192214.8461262,362364.22245798
27.7,-6177576.0358884,0.39497852045875,6177576.0358884,361522.90559428
27.8,-6162979.6188771,0.3963798653766,6162979.6188771,360683.57713038
27.9,-6148425.244875,0.39777799824224,6148425.244875,359846.23132345
28,-6133912.5719822,0.39917292541242,6133912.5719822,359010.86247772
28.1,-6119441.266373,0.40056465326158,6119441.266373,358177.4649434
28.2,-6105011.0020601,0.4019531881809,6105011.0020601,357346.03311557
28.3,-6090621.4606665,0.40333853657727,6090621.4606665,356516.56143313
28.4,-6076272.331203,0.40472070487239,6076272.331203,355689.04437778
28.5,-6061963.3098537,0.40609969950183,6061963.3098537,354863.47647305
28.6,-6047694.0997666,0.40747552691411,6047694.0997666,354039.85228332
28.7,-6033464.4108513,0.40884819356992,6033464.4108513,353218.16641288
28.8,-6019273.9595823,0.41021770594121,6019273.9595823,352398.41350505
28.9,-6005122.468808,0.41158407051039,6005122.468808,351580.58824127
29,-5991009.6675663,0.41294729376962,5991009.6675663,350764.68534026
29.1,-5976935.2909042,0.41430738221993,5976935.2909042,349950.6995572
29.2,-5962899.0797041,0.4156643423706,5962899.0797041,349138.6256829
29.3,-5948900.7805147,0.41701818073838,5948900.7805147,348328.45854305
29.4,-5934940.1453867,0.41836890384681,5934940.1453867,347520.19299743
29.5,-5921016.9317139,0.41971651822557,5921016.9317139,346713.82393918
29.6,-5907130.9020785,0.42106103040983,5907130.9020785,345909.3462941
29.7,-5893281.8241016,0.42240244693961,5893281.8241016,345106.75501994
29.8,-5879469.4702976,0.42374077435916,5879469.4702976,344306.04510571
29.9,-5865693.6179332,0.42507601921641,5865693.6179332,343507.21157107
30,-5851954.0488903,0.42640818806238,5851954.0488903,342710.24946565
30.1,-5838250.5495336,0.42773728745063,5838250.5495336,341915.15386843
30.2,-5824582.9105815,0.42906332393672,5824582.9105815,341121.91988718
30.3,-5810950.9269809,0.4303863040777,5810950.9269809,340330.54265785
30.4,-5797354.3977863,0.43170623443161,5797354.3977863,339541.01734397
30.5,-5783793.1260417,0.43302312155698,5783793.1260417,338753.33913617
30.6,-5770266.9186666,0.4343369720124,5770266.9186666,337967.50325159
30.7,-5756775.586345,0.43564779235602,5756775.586345,337183.50493339
30.8,-5743318.943418,0.43695558914514,5743318.943418,336401.33945021
30.9,-5729896.8077794,0.43826036893578,5729896.8077794,335621.00209573
31,-5716509.0007745,0.43956213828224,5716509.0007745,334842.48818815
31.1,-5703155.3471017,0.44086090373676,5703155.3471017,334065.79306975
31.2,-5689835.6747175,0.44215667184908,5689835.6747175,333290.91210644
31.3,-5676549.8147434,0.44344944916608,5676549.8147434,332517.8406873
31.4,-5663297.601377,0.44473924223145,5663297.601377,331746.57422419
31.5,-5650078.8718041,0.44602605758529,5650078.8718041,330977.10815132
31.6,-5636893.4661147,0.44730990176383,5636893.4661147,330209.43792483
31.7,-5623741.2272207,0.44859078129906,5623741.2272207,329443.55902244
31.8,-5610622.0007766,0.44986870271841,5610622.0007766,328679.46694305
31.9,-5597535.6351021,0.4511436725445,5597535.6351021,327917.15720637
32,-5584481.9811073,0.45241569729478,5584481.9811073,327156.62535256
32.1,-5571460.8922199,0.45368478348127,5571460.8922199,326397.86694191
32.2,-5558472.2243147,0.45495093761031,5558472.2243147,325640.87755444
32.3,-5545515.8356446,0.45621416618225,5545515.8356446,324885.65278967
32.4,-5532591.5867767,0.45747447569123,5532591.5867767,324132.1882662
32.5,-5519699.3405236,0.45873187262488,5519699.3405236,323380.47962146
32.6,-5506838.9618841,0.45998636346416,5506838.9618841,322630.52251138
32.7,-5494010.3179815,0.46123795468303,5494010.3179815,321882.31261015
32.8,-5481213.2780047,0.46248665274832,5481213.2780047,321135.84560983
32.9,-5468447.7131513,0.46373246411945,5468447.7131513,320391.1172202
33,-5455713.4965718,0.46497539524823,5455713.4965718,319648.12316839
33.1,-5443010.5033158,0.46621545257868,5443010.5033158,318906.85919866
33.2,-5430338.6102803,0.46745264254683,5430338.6102803,318167.32107215
33.3,-5417697.6961583,0.46868697158051,5417697.6961583,317429.50456663
33.4,-5405087.64139,0.4699184460992,5405087.64139,316693.40547623
33.5,-5392508.3281154,0.47114707251381,5392508.3281154,315959.01961124
33.6,-5379959.6401272,0.47237285722656,5379959.6401272,315226.34279788
33.7,-5367441.4628265,0.47359580663079,5367441.4628265,314495.37087806
33.8,-5354953.683179,0.47481592711082,5354953.683179,313766.09970916
33.9,-5342496.1896726,0.47603322504177,5342496.1896726,313038.52516384
34,-5330068.8722765,0.47724770678943,5330068.8722765,312312.64312985
34.1,-5317671.6224011,0.47845937871014,5317671.6224011,311588.44950977
34.2,-5305304.3328596,0.47966824715061,5305304.3328596,310865.94022088
34.3,-5292966.8978302,0.48087431844783,5292966.8978302,310145.11119495
34.4,-5280659.2128198,0.48207759892893,5280659.2128198,309425.95837804
34.5,-5268381.1746287,0.48327809491105,5268381.1746287,308708.47773035
34.6,-5256132.6813163,0.48447581270123,5256132.6813163,307992.66522603
34.7,-5243913.6321675,0.4856707585963,5243913.6321675,307278.51685299
34.8,-5231723.9276609,0.48686293888277,5231723.9276609,306566.0286128
34.9,-5219563.4694368,0.48805235983673,5219563.4694368,305855.19652045
35,-5207432.1602674,0.48923902772376,5207432.1602674,305146.01660426
35.1,-5195329.904027,0.4904229487988,5195329.904027,304438.48490569
35.2,-5183256.605663,0.4916041293061,5183256.605663,303732.59747919
35.3,-5171212.1711686,0.4927825754791,5171212.1711686,303028.3503921
35.4,-5159196.5075555,0.49395829354036,5159196.5075555,302325.73972445
35.5,-5147209.5228279,0.49513128970148,5147209.5228279,301624.76156886
35.6,-5135251.1259566,0.49630157016303,5135251.1259566,300925.4120304
35.7,-5123321.226855,0.49746914111444,5123321.226855,300227.68722646
35.8,-5111419.7363543,0.49863400873397,5111419.7363543,299531.58328662
35.9,-5099546.5661813,0.49979617918863,5099546.5661813,298837.09635253
36,-5087701.6289345,0.50095565863409,5087701.6289345,298144.22257779
36.1,-5075884.8380635,0.50211245321467,5075884.8380635,297452.95812781
36.2,-5064096.1078469,0.50326656906321,5064096.1078469,296763.29917975
36.3,-5052335.3533716,0.50441801230107,5052335.3533716,296075.24192236
36.4,-5040602.4905136,0.50556678903807,5040602.4905136,295388.78255588
36.5,-5028897.4359176,0.5067129053724,5028897.4359176,294703.91729196
36.6,-5017220.1069785,0.5078563673906,5017220.1069785,294020.64235351
36.7,-5005570.4218232,0.50899718116753,5005570.4218232,293338.95397464
36.8,-4993948.2992926,0.51013535276629,4993948.2992926,292658.84840057
36.9,-4982353.6589245,0.51127088823817,4982353.6589245,291980.32188748
37,-4970786.4209365,0.51240379362266,4970786.4209365,291303.37070247
37.1,-4959246.5062103,0.51353407494739,4959246.5062103,290627.99112343
37.2,-4947733.8362751,0.51466173822805,4947733.8362751,289954.17943898
37.3,-4936248.3332932,0.51578678946843,4936248.3332932,289281.93194837
37.4,-4924789.9200443,0.51690923466034,4924789.9200443,288611.2449614
37.5,-4913358.5199114,0.51802907978357,4913358.5199114,287942.11479833
37.6,-4901954.0568667,0.51914633080591,4901954.0568667,287274.53778978
37.7,-4890576.4554583,0.52026099368308,4890576.4554583,286608.51027671
37.8,-4879225.6407961,0.52137307435873,4879225.6407961,285944.02861029
37.9,-4867901.5385401,0.5224825787644,4867901.5385401,285281.08915183
38,-4856604.074887,0.52358951281951,4856604.074887,284619.68827272
38.1,-4845333.1765585,0.52469388243132,4845333.1765585,283959.82235437
38.2,-4834088.7707896,0.52579569349494,4834088.7707896,283301.4877881
38.3,-4822870.7853167,0.5268949518933,4822870.7853167,282644.6809751
38.4,-4811679.1483674,0.52799166349713,4811679.1483674,281989.39832638
38.5,-4800513.7886489,0.52908583416495,4800513.7886489,281335.63626264
38.6,-4789374.6353378,0.53017746974303,4789374.6353378,280683.39121427
38.7,-4778261.6180703,0.53126657606544,4778261.6180703,280032.65962127
38.8,-4767174.6669317,0.53235315895398,4767174.6669317,279383.43793316
38.9,-4756113.7171323,0.53343722421826,4756113.7171323,278735.72262764
39,-4745078.6886102,0.53451877765544,4745078.6886102,278089.51013525
39.1,-4734069.5200265,0.53559782505058,4734069.5200265,277444.79695315
39.2,-4723086.1425311,0.5366743721764,4723086.1425311,276801.57956836
39.3,-4712128.4881346,0.53774842479336,4712128.4881346,276159.8544772
39.4,-4701196.4893708,0.5388199886496,4701196.4893708,275519.6181852
39.5,-4690290.079192,0.53988906948098,4690290.079192,274880.86720706
