time,flux,rhs_release,scale_flux,v
39.6,-4679409.1909432,0.54095567301106,4679409.1909432,274243.59806654
39.7,-4668553.7583476,0.54201980495112,4668553.7583476,273607.80729647
39.8,-4657723.7154964,0.54308147100012,4657723.7154964,272973.49143866
39.9,-4646918.9968405,0.54414067684473,4646918.9968405,272340.64704385
40,-4636139.5371832,0.54519742815933,4636139.5371832,271709.2706717
40.1,-4625385.2716725,0.54625173060602,4625385.2716725,271079.35889068
40.2,-4614656.1357951,0.54730358983457,4614656.1357951,270450.9082781
40.3,-4603952.0653691,0.54835301148251,4603952.0653691,269823.91541997
40.4,-4593272.9965385,0.54940000117506,4593272.9965385,269198.37691107
40.5,-4582618.8657665,0.55044456452517,4582618.8657665,268574.28935479
40.6,-4571989.6098299,0.55148670713352,4571989.6098299,267951.64936317
40.7,-4561385.1658136,0.55252643458852,4561385.1658136,267330.45355683
40.8,-4550805.4711044,0.55356375246632,4550805.4711044,266710.69856491
40.9,-4540250.4633864,0.55459866633082,4540250.4633864,266092.38102507
41,-4529720.0806352,0.5556311817337,4529720.0806352,265475.4975834
41.1,-4519214.2611133,0.55666130421438,4519214.2611133,264860.04489444
41.2,-4508732.9433645,0.55768903930006,4508732.9433645,264246.01962108
41.3,-4498276.06621,0.55871439250573,4498276.06621,263633.41843457
41.4,-4487843.5687429,0.55973736933418,4487843.5687429,263022.23801445
41.5,-4477435.3903243,0.560757975276,4477435.3903243,262412.47504853
41.6,-4467051.4705785,0.56177621580961,4467051.4705785,261804.12623285
41.7,-4456691.7493891,0.56279209640125,4456691.7493891,261197.18827166
41.8,-4446356.1668944,0.56380562250501,4446356.1668944,260591.65787735
41.9,-4436044.6634838,0.56481679956283,4436044.6634838,259987.53177045
42,-4425757.1797937,0.56582563300452,4425757.1797937,259384.80667957
42.1,-4415493.6567034,0.56683212824778,4415493.6567034,258783.47934139
42.2,-4405254.035332,0.5678362906982,4405254.035332,258183.5465006
42.3,-4395038.2570342,0.56883812574928,4395038.2570342,257585.00490991
42.4,-4384846.2633972,0.56983763878246,4384846.2633972,256987.85132997
42.5,-4374677.996237,0.5708348351671,4374677.996237,256392.08252935
42.6,-4364533.3975955,0.57182972026054,4364533.3975955,255797.69528455
42.7,-4354412.4097367,0.57282229940806,4354412.4097367,255204.68637993
42.8,-4344314.975144,0.57381257794298,4344314.975144,254613.05260767
42.9,-4334241.0365169,0.57480056118657,4334241.0365169,254022.79076777
43,-4324190.5367682,0.57578625444817,4324190.5367682,253433.89766802
43.1,-4314163.419021,0.57676966302512,4314163.419021,252846.37012394
43.2,-4304159.6266061,0.57775079220285,4304159.6266061,252260.2049588
43.3,-4294179.103059,0.57872964725483,4294179.103059,251675.39900355
43.4,-4284221.7921171,0.57970623344267,4284221.7921171,251091.94909679
43.5,-4274287.6377177,0.58068055601603,4274287.6377177,250509.85208479
43.6,-4264376.5839948,0.58165262021276,4264376.5839948,249929.10482142
43.7,-4254488.5752774,0.58262243125881,4254488.5752774,249349.70416813
43.8,-4244623.5560862,0.58358999436833,4244623.5560862,248771.64699394
43.9,-4234781.4711321,0.58455531474363,4234781.4711321,248194.9301754
44,-4224962.2653134,0.58551839757523,4224962.2653134,247619.55059656
44.1,-4215165.8837138,0.5864792480419,4215165.8837138,247045.50514896
44.2,-4205392.2716002,0.58743787131061,4205392.2716002,246472.7907316
44.3,-4195641.3744209,0.58839427253663,4195641.3744209,245901.40425091
44.4,-4185913.1378031,0.58934845686351,4185913.1378031,245331.34262073
44.5,-4176207.5075511,0.59030042942307,4176207.5075511,244762.60276229
44.6,-4166524.4296443,0.5912501953355,4166524.4296443,244195.18160416
44.7,-4156863.8502358,0.5921977597093,4156863.8502358,243629.07608227
44.8,-4147225.7156498,0.59314312764135,4147225.7156498,243064.28313984
44.9,-4137609.9723804,0.59408630421693,4137609.9723804,242500.7997274
45,-4128016.5670895,0.59502729450969,4128016.5670895,241938.62280275
45.1,-4118445.4466053,0.59596610358174,4118445.4466053,241377.7493309
45.2,-4108896.5579207,0.59690273648363,4108896.5579207,240818.17628412
45.3,-4099369.8481914,0.59783719825437,4099369.8481914,240259.90064187
45.4,-4089865.2647346,0.59876949392149,4089865.2647346,239702.91939077
45.5,-4080382.7550275,0.59969962850099,4080382.7550275,239147.22952461
45.6,-4070922.2667055,0.60062760699745,4070922.2667055,238592.82804432
45.7,-4061483.747561,0.60155343440397,4061483.747561,238039.71195791
45.8,-4052067.1455419,0.60247711570226,4052067.1455419,237487.87828053
45.9,-4042672.4087502,0.6033986558626,4042672.4087502,236937.32403437
46,-4033299.4854406,0.60431805984391,4033299.4854406,236388.04624866
46.1,-4023948.3240195,0.60523533259377,4023948.3240195,235840.04195968
46.2,-4014618.873043,0.60615047904838,4014618.873043,235293.30821071
46.3,-4005311.0812165,0.60706350413268,4005311.0812165,234747.84205202
46.4,-3996024.8973929,0.60797441276029,3996024.8973929,234203.64054084
46.5,-3986760.2705716,0.60888320983356,3986760.2705716,233660.70074136
46.6,-3977517.1498972,0.60978990024363,3977517.1498972,233119.01972469
46.7,-3968295.4846587,0.61069448887039,3968295.4846587,232578.59456884
46.8,-3959095.2242877,0.61159698058252,3959095.2242877,232039.42235872
46.9,-3949916.3183583,0.61249738023756,3949916.3183583,231501.5001861
47,-3940758.716585,0.61339569268187,3940758.716585,230964.82514962
47.1,-3931622.3688223,0.61429192275068,3931622.3688223,230429.39435473
47.2,-3922507.2250637,0.61518607526813,3922507.2250637,229895.20491369
47.3,-3913413.2354403,0.61607815504725,3913413.2354403,229362.25394557
47.4,-3904340.3502202,0.61696816689001,3904340.3502202,228830.5385762
47.5,-3895288.5198073,0.61785611558737,3895288.5198073,228300.05593817
47.6,-3886257.6947404,0.61874200591923,3886257.6947404,227770.80317081
47.7,-3877247.8256927,0.61962584265453,3877247.8256927,227242.77742017
47.8,-3868258.8634702,0.62050763055122,3868258.8634702,226715.97583899
47.9,-3859290.7590114,0.62138737435631,3859290.7590114,226190.3955867
48,-3850343.4633863,0.62226507880587,3850343.4633863,225666.03382941
48.1,-3841416.9277953,0.62314074862508,3841416.9277953,225142.88773985
48.2,-3832511.103569,0.62401438852825,3832511.103569,224620.95449739
48.3,-3823625.9421666,0.62488600321881,3823625.9421666,224100.23128801
48.4,-3814761.3951757,0.62575559738938,3814761.3951757,223580.7153043
48.5,-3805917.4143115,0.62662317572174,3805917.4143115,223062.4037454
48.6,-3797093.9514157,0.62748874288691,3797093.9514157,222545.29381704
48.7,-3788290.9584561,0.62835230354513,3788290.9584561,222029.38273146
48.8,-3779508.3875257,0.62921386234592,3779508.3875257,221514.66770745
48.9,-3770746.1923642,0.63007342392802,3770746.1923642,221001.14597686
49,-3762004.3222406,0.63093099291957,3762004.3222406,220488.81475814
49.1,-3753282.7309878,0.63178657393797,3753282.7309878,219977.67129632
49.2,-3744581.3714197,0.63264017158999,3744581.3714197,219467.71283612
49.3,-3735900.1962396,0.63349179047177,3735900.1962396,218958.93662871
49.4,-3727239.158263,0.63434143516885,3727239.158263,218451.33993165
49.5,-3718598.210435,0.6351891102562,3718598.210435,217944.92000892
49.6,-3709977.305822,0.63603482029821,3709977.305822,217439.6741309
49.7,-3701376.3976116,0.63687856984875,3701376.3976116,216935.59957434
49.8,-3692795.4391105,0.63772036345119,3692795.4391105,216432.69362236
49.9,-3684234.3837443,0.63856020563837,3684234.3837443,215930.95356441
50,-3675693.1850568,0.63939810093272,3675693.1850568,215430.37669627
50.1,-3667171.7967088,0.6402340538462,3667171.7967088,214930.96032004
50.2,-3658670.1724783,0.64106806888034,3658670.1724783,214432.7017441
50.3,-3650188.266259,0.64190015052629,3650188.266259,213935.59828313
50.4,-3641726.0320605,0.64273030326482,3641726.0320605,213439.64725807
50.5,-3633283.4240073,0.64355853156637,3633283.4240073,212944.84599608
50.6,-3624860.3963384,0.64438483989102,3624860.3963384,212451.19183058
50.7,-3616456.9034068,0.64520923268856,3616456.9034068,211958.68210121
50.8,-3608072.8996791,0.64603171439851,3608072.8996791,211467.31415379
50.9,-3599708.3397345,0.64685228945012,3599708.3397345,210977.08534036
51,-3591363.1782651,0.64767096226239,3591363.1782651,210487.99301908
51.1,-3583037.3700748,0.64848773724413,3583037.3700748,210000.03455432
51.2,-3574730.8700789,0.64930261879396,3574730.8700789,209513.20731654
51.3,-3566443.6333041,0.65011561130031,3566443.6333041,209027.50868238
51.4,-3558175.6148874,0.65092671914148,3558175.6148874,208542.93603454
51.5,-3549926.7714188,0.65173594668556,3549926.7714188,208059.48676489
51.6,-3541697.0547754,0.65254329829079,3541697.0547754,207577.1582621
51.7,-3533486.4232705,0.6533487783051,3533486.4232705,207095.94793036
51.8,-3525294.8317808,0.65415239106643,3525294.8317808,206615.85317665
51.9,-3517122.2360049,0.65495414090268,3517122.2360049,206136.87141399
52,-3508968.5917188,0.65575403213176,3508968.5917188,205659.00006146
52.1,-3500833.8548185,0.65655206906158,3500833.8548185,205182.23654414
52.2,-3492717.981308,0.65734825599009,3492717.981308,204706.57829308
52.3,-3484620.9272991,0.6581425972053,3484620.9272991,204232.02274533
52.4,-3476542.6490108,0.65893509698531,3476542.6490108,203758.5673439
52.5,-3468483.1027682,0.65972575959829,3468483.1027682,203286.20953773
52.6,-3460442.2450022,0.66051458930256,3460442.2450022,202814.94678171
52.7,-3452420.0322493,0.6613015903466,3452420.0322493,202344.77653666
52.8,-3444416.4211507,0.66208676696903,3444416.4211507,201875.69626927
52.9,-3436431.3684525,0.66287012339868,3436431.3684525,201407.70345216
53,-3428464.8310047,0.66365166385459,3428464.8310047,200940.7955638
53.1,-3420516.7657615,0.66443139254604,3420516.7657615,200474.97008854
53.2,-3412587.1297802,0.66520931367255,3412587.1297802,200010.22451656
53.3,-3404675.8802215,0.66598543142394,3404675.8802215,199546.55634389
53.4,-3396782.9743489,0.66675974998034,3396782.9743489,199083.96307237
53.5,-3388908.3695281,0.66753227351218,3388908.3695281,198622.44220965
53.6,-3381052.0232272,0.66830300618024,3381052.0232272,198161.99126919
53.7,-3373213.8930159,0.6690719521357,3373213.8930159,197702.60777019
53.8,-3365393.9365653,0.66983911552008,3365393.9365653,197244.28923765
53.9,-3357592.1116477,0.67060450046536,3357592.1116477,196787.0332023
54,-3349808.3761361,0.67136811109392,3349808.3761361,196330.83720062
54.1,-3342042.6860721,0.67212995151864,3342042.6860721,195875.69876998
54.200000000001,-3334295.0038513,0.67289002584283,3334295.0038513,195421.61546818
54.300000000001,-3326565.2851351,0.6736483381603,3326565.2851351,194968.5848437
54.400000000001,-3318853.4903029,0.67440489255542,3318853.4903029,194516.60446063
54.500000000001,-3311159.5726295,0.67515969310307,3311159.5726295,194065.67187417
54.600000000001,-3303483.4955455,0.67591274386864,3303483.4955455,193615.7846599
54.700000000001,-3295825.2139926,0.67666404890825,3295825.2139926,193166.94039413
54.800000000001,-3288184.6912855,0.67741361226851,3288184.6912855,192719.13666663
54.900000000001,-3280561.8803562,0.67816143798673,3280561.8803562,192272.37104894
55.000000000001,-3272956.7435385,0.67890753009083,3272956.7435385,191826.64114231
55.100000000001,-3265369.2393386,0.67965189259939,3265369.2393386,191381.9445454
55.200000000001,-3257799.3268393,0.6803945295217,3257799.3268393,190938.27886246
55.300000000001,-3250246.9651767,0.68113544485778,3250246.9651767,190495.64170331
55.400000000001,-3242712.1135892,0.68187464259835,3242712.1135892,190054.03068334
55.500000000001,-3235194.7314147,0.68261212672493,3235194.7314147,189613.44342344
55.600000000001,-3227694.7780902,0.68334790120977,3227694.7780902,189173.87755006
55.700000000001,-3220212.2131506,0.68408197001597,3220212.2131506,188735.33069515
55.800000000001,-3212746.9962277,0.6848143370974,3212746.9962277,188297.80049613
55.900000000001,-3205299.0870496,0.68554500639882,3205299.0870496,187861.28459596
56.000000000001,-3197868.4454398,0.6862739818558,3197868.4454398,187425.78064301
56.100000000001,-3190455.0313171,0.68700126739485,3190455.0313171,186991.28629117
56.200000000001,-3183058.8046952,0.68772686693333,3183058.8046952,186557.79919972
56.300000000001,-3175679.7256819,0.68845078437957,3175679.7256819,186125.31703341
56.400000000001,-3168317.754479,0.68917302363282,3168317.754479,185693.83746239
56.500000000001,-3160972.8513824,0.6898935885833,3160972.8513824,185263.35816224
56.600000000001,-3153644.9767812,0.69061248311222,3153644.9767812,184833.8768139
56.700000000001,-3146334.0911578,0.6913297110918,3146334.0911578,184405.39110372
56.800000000001,-3139040.1550872,0.69204527638529,3139040.1550872,183977.89872342
56.900000000001,-3131763.1292375,0.69275918284699,3131763.1292375,183551.39737005
57.000000000001,-3124502.9743689,0.69347143432226,3124502.9743689,183125.88474603
57.100000000001,-3117259.6513337,0.69418203464757,3117259.6513337,182701.35855911
57.200000000001,-3110033.1210763,0.69489098765047,3110033.1210763,182277.81652233
57.300000000001,-3102823.3446326,0.69559829714967,3102823.3446326,181855.25635408
57.400000000001,-3095630.2831297,0.69630396695502,3095630.2831297,181433.67577801
57.500000000001,-3088453.8977861,0.69700800086756,3088453.8977861,181013.07252307
57.600000000001,-3081294.149911,0.69771040267949,3081294.149911,180593.44432346
57.700000000001,-3074151.0009045,0.69841117617424,3074151.0009045,180174.78891867
57.800000000001,-3067024.4122567,0.69911032512649,3067024.4122567,179757.10405339
57.900000000001,-3059914.3455482,0.69980785330215,3059914.3455482,179340.38747758
58.000000000001,-3052820.7624495,0.7005037644584,3052820.7624495,178924.63694641
58.100000000001,-3045743.6247206,0.70119806234374,3045743.6247206,178509.85022025
58.200000000001,-3038682.8942111,0.70189075069796,3038682.8942111,178096.02506466
58.300000000001,-3031638.5328599,0.70258183325219,3031638.5328599,177683.1592504
58.400000000001,-3024610.5026948,0.70327131372893,3024610.5026948,177271.2505534
58.500000000001,-3017598.7658324,0.70395919584202,3017598.7658324,176860.29675474
58.600000000001,-3010603.2844778,0.70464548329673,3010603.2844778,176450.29564065
58.700000000001,-3003624.0209244,0.70533017978972,3003624.0209244,176041.24500249
58.800000000001,-2996660.9375538,0.7060132890091,2996660.9375538,175633.14263676
58.900000000001,-2989713.9968354,0.70669481463441,2989713.9968354,175225.98634505
59.000000000001,-2982783.1613262,0.70737476033668,2982783.1613262,174819.77393407
59.100000000001,-2975868.3936708,0.70805312977843,2975868.3936708,174414.50321559
59.200000000001,-2968969.6566001,0.7087299266137,2968969.6566001,174010.17200649
59.300000000001,-2962086.9129342,0.70940515448803,2962086.9129342,173606.77812868
59.400000000001,-2955220.1255776,0.71007881703856,2955220.1255776,173204.31940916
59.500000000001,-2948369.2575223,0.71075091789396,2948369.2575223,172802.79367992
59.600000000001,-2941534.2718467,0.71142146067451,2941534.2718467,172402.19877803
59.700000000001,-2934715.131715,0.7120904489921,2934715.131715,172002.53254554
59.800000000001,-2927911.8003776,0.71275788645023,2927911.8003776,171603.79282952
59.900000000001,-2921124.2411705,0.71342377664407,2921124.2411705,171205.97748202
60.000000000001,-2914352.4190133,0.71408812316041,2914352.4190133,170809.08436166
60.100000000001,-2907596.2938175,0.71475092957783,2907596.2938175,170413.11132716
60.200000000001,-2900855.8315791,0.71541219946653,2900855.8315791,170018.05624727
60.300000000001,-2894130.9957754,0.71607193638847,2894130.9957754,169623.91699388
60.400000000001,-2887421.7501278,0.71673014389733,2887421.7501278,169230.69144384
60.500000000001,-2880728.058454,0.71738682553857,2880728.058454,168838.37747891
60.600000000001,-2874049.884668,0.71804198484942,2874049.884668,168446.97298577
60.700000000001,-2867387.1927745,0.71869562535894,2867387.1927745,168056.47585601
60.800000000001,-2860739.9468654,0.71934775058797,2860739.9468654,167666.88398611
60.900000000001,-2854108.1111185,0.71999836404923,2854108.1111185,167278.19527742
61.000000000001,-2847491.6497963,0.72064746924727,2847491.6497963,166890.40763617
61.100000000001,-2840890.5272452,0.72129506967852,2840890.5272452,166503.51897343
61.200000000001,-2834304.7078948,0.72194116883132,2834304.7078948,166117.52720513
61.300000000001,-2827734.1562582,0.72258577018593,2827734.1562582,165732.43025201
61.400000000001,-2821178.8369308,0.7232288772145,2821178.8369308,165348.22603966
61.500000000001,-2814638.7145909,0.72387049338119,2814638.7145909,164964.91249847
61.600000000001,-2808113.7539988,0.72451062214209,2808113.7539988,164582.48756361
61.700000000001,-2801603.919997,0.72514926694529,2801603.919997,164200.94917507
61.800000000001,-2795109.1775097,0.7257864312309,2795109.1775097,163820.29527759
61.900000000001,-2788629.4915428,0.72642211843104,2788629.4915428,163440.52382069
62.000000000001,-2782164.8287176,0.72705633196983,2782164.8287176,163061.63276411
62.100000000001,-2775715.1509209,0.72768907526358,2775715.1509209,162683.62005574
62.200000000001,-2769280.4229022,0.72832035172063,2769280.4229022,162306.48365501
62.300000000001,-2762860.615215,0.72895016474133,2762860.615215,161930.22155065
62.400000000001,-2756455.6899639,0.72957851771822,2756455.6899639,161554.83170551
62.500000000001,-2750065.6128626,0.73020541403598,2750065.6128626,161180.3120975
62.600000000001,-2743690.3495636,0.73083085707144,2743690.3495636,160806.66070918
62.700000000001,-2737329.8657304,0.73145485019359,2737329.8657304,160433.87552781
62.800000000001,-2730984.1271009,0.73207739676363,2730984.1271009,160061.95454531
62.900000000001,-2724653.0994891,0.73269850013494,2724653.0994891,159690.89575824
63.000000000001,-2718336.7487872,0.73331816365315,2718336.7487872,159320.69716783
63.100000000001,-2712035.0409659,0.73393639065614,2712035.0409659,158951.3567799
63.200000000001,-2705747.9420745,0.73455318447402,2705747.9420745,158582.87260495
63.300000000001,-2699475.4182413,0.73516854842923,2699475.4182413,158215.24265805
63.400000000001,-2693217.4356728,0.73578248583646,2693217.4356728,157848.46495889
63.500000000001,-2686973.9591081,0.73639500000275,2686973.9591081,157482.5375232
63.600000000001,-2680744.9585737,0.73700609422746,2680744.9585737,157117.45839712
63.700000000001,-2674530.3993169,0.73761577180227,2674530.3993169,156753.22561347
63.800000000001,-2668330.2451167,0.73822403601131,2668330.2451167,156389.83719377
63.900000000001,-2662144.46469,0.73883089013104,2662144.46469,156027.29118894
64.000000000001,-2655973.0244345,0.73943633743033,2655973.0244345,155665.58564603
64.100000000001,-2649815.8910697,0.74004038117048,2649815.8910697,155304.71861663
64.200000000001,-2643673.0314276,0.74064302460523,2643673.0314276,154944.68815688
64.300000000001,-2637544.4124161,0.74124427098078,2637544.4124161,154585.49232739
64.400000000001,-2631430.0010201,0.7418441235358,2631430.0010201,154227.12919331
64.500000000001,-2625329.7626646,0.74244258550143,2625329.7626646,153869.59682016
64.600000000001,-2619243.6684165,0.74303966010139,2619243.6684165,153512.89329036
64.700000000001,-2613171.6828303,0.74363535055187,2613171.6828303,153157.01667815
64.800000000001,-2607113.7734043,0.74422966006161,2607113.7734043,152801.96506656
64.900000000001,-2601069.9076003,0.74482259183191,2601069.9076003,152447.73654306
65.000000000001,-2595040.0528849,0.74541414905666,2595040.0528849,152094.32919955
65.100000000001,-2589024.1767872,0.74600433492235,2589024.1767872,151741.74113234
65.200000000001,-2583022.2469051,0.74659315260808,2583022.2469051,151389.97044215
65.300000000001,-2577034.2309087,0.74718060528556,2577034.2309087,151039.01523411
65.400000000001,-2571060.0965416,0.74776669611918,2571060.0965416,150688.87361774
65.500000000001,-2565099.8116216,0.74835142826598,2565099.8116216,150339.54370694
65.600000000001,-2559153.3440406,0.74893480487567,2559153.3440406,149991.02361999
65.700000000001,-2553220.6617648,0.74951682909068,2553220.6617648,149643.31147953
65.800000000001,-2547301.7328345,0.75009750404615,2547301.7328345,149296.40541255
65.900000000001,-2541396.5253642,0.75067683286994,2541396.5253642,148950.30355038
66.000000000001,-2535505.0075422,0.75125481868267,2535505.0075422,148605.00402869
66.100000000001,-2529627.1476305,0.75183146459772,2529627.1476305,148260.50498746
66.200000000001,-2523762.9139649,0.75240677372126,2523762.9139649,147916.804571
66.300000000001,-2517912.2749545,0.75298074915227,2517912.2749545,147573.90092791
66.400000000001,-2512075.1990818,0.75355339398251,2512075.1990818,147231.79221108
66.5,-2506251.6549023,0.7541247112966,2506251.6549023,146890.47657769
66.6,-2500441.6110445,0.75469470417202,2500441.6110445,146549.95218919
66.7,-2494645.0362098,0.75526337567908,2494645.0362098,146210.21721128
66.8,-2488861.8991719,0.75583072888101,2488861.8991719,145871.26981394
66.9,-2483092.1687774,0.75639676683391,2483092.1687774,145533.10817137
67,-2477335.8139448,0.75696149258682,2477335.8139448,145195.73046201
67.1,-2471592.8029194,0.75752490918172,2471592.8029194,144859.13486709
67.2,-2465863.1063986,0.75808701965346,2465863.1063986,144523.31957645
67.3,-2460146.6927058,0.75864782702994,2460146.6927058,144188.2827796
67.4,-2454443.5308571,0.75920733433203,2454443.5308571,143854.02267184
67.5,-2448753.5894142,0.7597655445736,2448753.5894142,143520.53744878
67.6,-2443076.8392679,0.76032246076146,2443076.8392679,143187.82532186
67.7,-2437413.2492205,0.76087808589553,2437413.2492205,142855.88449491
67.8,-2431762.789577,0.76143242296876,2431762.789577,142524.71318229
67.9,-2426125.4279674,0.76198547496711,2426125.4279674,142194.30959516
68,-2420501.1314447,0.76253724486969,2420501.1314447,141864.6719462
68.1,-2414889.8776063,0.7630877356487,2414889.8776063,141535.7984785
68.2,-2409291.6316305,0.76363695026939,2409291.6316305,141207.68741373
68.3,-2403706.3637316,0.76418489169017,2403706.3637316,140880.33698258
68.4,-2398134.0423724,0.76473156286257,2398134.0423724,140553.74541695
68.5,-2392574.6402717,0.76527696673134,2392574.6402717,140227.91096734
68.6,-2387028.1253967,0.76582110623439,2387028.1253967,139902.83187355
68.7,-2381494.4695466,0.76636398430272,2381494.4695466,139578.50638476
68.8,-2375973.642431,0.76690560386065,2375973.642431,139254.93275821
68.9,-2370465.6127381,0.76744596782565,2370465.6127381,138932.10924195
69,-2364970.3519104,0.76798507910847,2364970.3519104,138610.03410164
69.1,-2359487.830342,0.7685229406131,2359487.830342,138288.70560235
69.2,-2354018.0171599,0.76905955523681,2354018.0171599,137968.12200419
69.3,-2348560.8857319,0.76959492587013,2348560.8857319,137648.28159851
69.4,-2343116.4052282,0.77012905539689,2343116.4052282,137329.18265322
69.5,-2337684.5479252,0.77066194669423,2337684.5479252,137010.8234584
69.6,-2332265.2806675,0.77119360263268,2332265.2806675,136693.20228106
69.7,-2326858.5766163,0.77172402607602,2326858.5766163,136376.31741949
69.8,-2321464.4048751,0.77225321988144,2321464.4048751,136060.16715973
69.9,-2316082.7402481,0.77278118689953,2316082.7402481,135744.74981302
70,-2310713.5513532,0.77330792997425,2310713.5513532,135430.06367304
70.1,-2305356.8093511,0.77383345194296,2305356.8093511,135116.1070447
70.2,-2300012.4854219,0.77435775563646,2300012.4854219,134802.87823686
70.3,-2294680.5508018,0.77488084387897,2294680.5508018,134490.37556226
70.4,-2289360.9767812,0.77540271948817,2289360.9767812,134178.59733756
70.5,-2284053.7346246,0.77592338527521,2284053.7346246,133867.54188402
70.6,-2278758.795923,0.77644284404471,2278758.795923,133557.20752473
70.7,-2273476.1320546,0.7769610985948,2273476.1320546,133247.59258872
70.8,-2268205.7145867,0.77747815171714,2268205.7145867,132938.69540819
70.9,-2262947.5146713,0.77799400619687,2262947.5146713,132630.51431646
71,-2257701.5049688,0.77850866481274,2257701.5049688,132323.04765907
71.1,-2252467.6567053,0.77902213033701,2252467.6567053,132016.29377696
71.2,-2247245.9416263,0.77953440553553,2247245.9416263,131710.25101778
71.3,-2242036.3316196,0.78004549316772,2242036.3316196,131404.91773297
71.4,-2236838.7986312,0.78055539598664,2236838.7986312,131100.29227782
71.5,-2231653.3146703,0.78106411673893,2231653.3146703,130796.37301144
71.6,-2226479.8518082,0.78157165816488,2226479.8518082,130493.15829671
71.7,-2221318.3821789,0.78207802299842,2221318.3821789,130190.64650032
71.8,-2216168.8779807,0.78258321396715,2216168.8779807,129888.83599277
71.9,-2211031.3114754,0.78308723379236,2211031.3114754,129587.7251483
72,-2205905.6557135,0.78359008518897,2205905.6557135,129287.31234525
72.1,-2200791.8809924,0.78409177086572,2200791.8809924,128987.59596317
72.2,-2195689.9620259,0.78459229352495,2195689.9620259,128688.57439112
72.3,-2190599.8709502,0.78509165586277,2190599.8709502,128390.24601928
72.4,-2185521.578411,0.78558986056912,2185521.578411,128092.6092356
72.5,-2180455.0591206,0.78608691032761,2180455.0591206,127795.66243943
72.6,-2175400.2843754,0.78658280781567,2175400.2843754,127499.40402676
72.7,-2170357.2284356,0.78707755570452,2170357.2284356,127203.83241072
72.8,-2165325.8635783,0.78757115665917,2165325.8635783,126908.94599463
72.9,-2160306.1635291,0.78806361333848,2160306.1635291,126614.74319159
73,-2155298.0986311,0.78855492839512,2155298.0986311,126321.22241364
73.1,-2150301.6440224,0.78904510447562,2150301.6440224,126028.38208138
73.2,-2145316.7723401,0.78953414422037,2145316.7723401,125736.22061736
73.3,-2140343.4567046,0.79002205026365,2140343.4567046,125444.73644781
73.4,-2135381.6703171,0.79050882523363,2135381.6703171,125153.9280026
73.5,-2130431.386449,0.79099447175238,2130431.386449,124863.79371526
73.6,-2125492.5784343,0.79147899243589,2125492.5784343,124574.33202295
73.7,-2120565.2199335,0.79196238989411,2120565.2199335,124285.54136994
73.8,-2115649.2841157,0.7924446667309,2115649.2841157,123997.42019356
73.9,-2110744.7442878,0.79292582554412,2110744.7442878,123709.96694535
74,-2105851.5742172,0.79340586892559,2105851.5742172,123423.18007692
74.1,-2100969.7470302,0.7938847994611,2100969.7470302,123137.05803952
74.2,-2096099.2375619,0.79436261973052,2096099.2375619,122851.59929988
74.3,-2091240.0190567,0.79483933230765,2091240.0190567,122566.8023163
74.4,-2086392.0658249,0.7953149397604,2086392.0658249,122282.66555648
74.5,-2081555.3509073,0.79578944465064,2081555.3509073,121999.18748607
74.6,-2076729.8480629,0.79626284953438,2076729.8480629,121716.36658026
74.7,-2071915.5320423,0.79673515696169,2071915.5320423,121434.20131545
74.8,-2067112.3771052,0.79720636947671,2067112.3771052,121152.69017115
74.9,-2062320.3563097,0.79767648961769,2062320.3563097,120871.83163205
75,-2057539.4445916,0.79814551991697,2057539.4445916,120591.62418475
75.1,-2052769.6161681,0.79861346290104,2052769.6161681,120312.06631989
75.2,-2048010.845279,0.79908032109055,2048010.845279,120033.15653156
75.3,-2043263.1062756,0.79954609700029,2043263.1062756,119754.89331739
75.4,-2038526.3735797,0.80001079313921,2038526.3735797,119477.27517847
75.5,-2033800.6224023,0.80047441201046,2033800.6224023,119200.30061971
75.6,-2029085.8255063,0.80093695611137,2029085.8255063,118923.96814841
75.7,-2024381.9590808,0.80139842793352,2024381.9590808,118648.27627825
75.8,-2019688.9968425,0.80185882996269,2019688.9968425,118373.22351755
75.9,-2015006.9151204,0.80231816467886,2015006.9151204,118098.80839398
76,-2010335.6859578,0.80277643455634,2010335.6859578,117825.02942353
76.1,-2005675.2861098,0.80323364206364,2005675.2861098,117551.8851329
76.2,-2001025.6901316,0.80368978966356,2001025.6901316,117279.37405076
76.3,-1996386.8729828,0.8041448798132,1996386.8729828,117007.49470918
76.4,-1991758.8096592,0.80459891496395,1991758.8096592,116736.24564364
76.5,-1987141.4752236,0.80505189756155,1987141.4752236,116465.62539301
76.6,-1982534.8459067,0.805503830046,1982534.8459067,116195.63250121
76.7,-1977938.8943147,0.80595471485175,1977938.8943147,115926.26551047
76.8,-1973353.5973001,0.80640455440752,1973353.5973001,115657.52297163
76.9,-1968778.9301177,0.80685335113644,1968778.9301177,115389.40343704
77,-1964214.8689211,0.80730110745601,1964214.8689211,115121.90546393
77.1,-1959661.3874026,0.80774782577812,1959661.3874026,114855.02760943
77.2,-1955118.4611058,0.80819350850908,1955118.4611058,114588.76843304
77.3,-1950586.0668312,0.80863815804963,1950586.0668312,114323.12650624
77.4,-1946064.1799495,0.80908177679492,1946064.1799495,114058.10039579
77.5,-1941552.7758139,0.80952436713457,1941552.7758139,113793.68867406
77.6,-1937051.8300957,0.80996593145263,1937051.8300957,113529.88991678
